종목명,종목코드,소속,섹터,테마,AI수급점수,Quant점수,정성점수,정성보정치,점수모드,현재가,등락률,외인강도(%),연기금강도(%),투신강도(%),사모강도(%),외인연속,연기금연속,이격도(%),손바뀜(%),RSI,거래급증(%),거래대금(억),5일평균거래대금(억),20일평균거래대금(억),거래대금활력,추세상승,정배열,추세품질점수,MA5,MA10,MA20,음봉매집률,시가총액,PER,ROE,뉴스테마가점,뉴스톤계수,뉴스부정키워드수,테마가점완화,눌림목가감,눌림목신호,점수변화(안정화),신호신뢰도,신호등급,신호레짐,종목체급,연기금5일강도(%),연기금10일강도(%),기관10일동행강도(%),수급흡수율,수급지속일수,외인5일강도(%),외인10일강도(%),투신5일강도(%),사모5일강도(%),외인5일매수일수,연기금5일매수일수,5일수익률,20일수익률,20일고점낙폭,20일전고점돌파율,수급품질점수,주도주점수,기관동행점수,체급별수급점수,핵심수급주체,핵심수급상태,체급별수급사유,시장대비5일(%p),시장대비20일(%p),V5주도성점수,V5주도성사유,V5진입상태,V5진입확인,V5진입품질,V5진입사유,V5종합점수,시장위험레버,진입유형,전략슬리브,스윙우선순위,진입코멘트,매도점검,V5추천상태,V5추천사유,매수후보
쎄트렉아이,099320,KOSDAQ,분류안됨,분류안됨,13.59,15,43.0,-2.8,상승장 (보수적 반영),75400.0,-4.071246819338425,-0.061777021356067274,-0.05346597304211395,-0.11221547253962368,-0.002158070677774768,0,0,104.0,2.2,55.5,77.4,28.7,36.0,27.0,1.33,True,True,100.0,75840.0,73490.0,72470.0,0.0,8256.587786259543,0.0,0.0,0.0,0.55,0,0.0,1.1,대기,-0.66,10.29,Low,RiskOn,소형,0.0035,0.0103,-0.0762,-0.5075,1,-0.3267,-0.3507,-0.0061,0.0,1,1,6.497175141242928,6.047819971870605,-4.071246819338425,-4.071246819338425,0.0,41.56,0.06,0.0,연기금,유지,"소형주 핵심 연기금, 외국인 0, 연기금 12, 투신·사모 0, 지속성 20",7.98,4.94,65.48,"시장대비 5일 +8.0%p·20일 +4.9%p, 거래대금 상위 11%, 추세 100",눌림대기,False,83.33,"눌림대기: 20일 +6.0%, 고점대비 -4.1%, MA20 이격 +4.0%, 거래대금 1.33배",34.72,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 65.5 · 눌림대기,제외
한일시멘트,300720,KOSPI,분류안됨,분류안됨,13.18,12,51.0,0.4,상승장 (보수적 반영),16260.0,-0.5504587155963248,-0.054487201672914924,0.2208701837407595,0.0895083301570291,0.07515651998585852,0,0,98.3,0.3,52.5,71.5,5.7,7.8,13.3,0.59,False,False,0.0,16278.0,16462.0,16536.0,0.025,11957.812844036698,11.94,4.14,0.0,0.55,0,0.0,-0.3,회피,-2.53,11.72,Low,RiskOn,중형,0.0036,0.0225,0.0589,-0.0967,1,-0.0525,-0.0056,0.008,0.0039,1,2,-2.6929982046678624,0.30845157310301907,-4.7451669595782064,-4.7451669595782064,0.0,0.0,1.39,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 17, 투신·사모 29, 지속성 40",-1.21,-0.8,11.63,"시장대비 5일 -1.2%p·20일 -0.8%p, 거래대금 상위 5%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 +0.3%, 고점대비 -4.7%, MA20 이격 -1.7%, 거래대금 0.59배",4.17,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 11.6 · 조건미충족,제외
테크윙,089030,KOSDAQ,분류안됨,반도체장비;테스트,13.13,26,43.4,-2.64,상승장 (보수적 반영),48000.0,5.843439911797144,3.7771905097614007,0.25108594802329437,-3.6309776400078606,-0.4954765713959808,2,0,101.2,6.1,47.6,244.7,437.5,217.8,247.5,0.88,False,False,20.0,45790.0,46240.0,47407.5,0.0,17784.873208379275,-156.01,4.63,0.0,0.55,0,0.0,0.0,대기,8.0,14.57,Medium,RiskOn,중형,-0.0765,-0.0679,-3.9897,-0.0286,4,0.8019,3.439,0.0539,-0.4182,4,0,10.599078341013835,2.893890675241151,-5.138339920948621,-5.138339920948621,16.0,6.54,6.41,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 97, 연기금 0, 투신·사모 0, 지속성 0",12.08,1.79,54.13,"시장대비 5일 +12.1%p·20일 +1.8%p, 거래대금 상위 61%, 추세 20",조건미충족,False,0.0,"조건미충족: 20일 +2.9%, 고점대비 -5.1%, MA20 이격 +1.2%, 거래대금 0.88배",18.29,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 54.1 · 조건미충족,제외
하림지주,003380,KOSDAQ,분류안됨,분류안됨,13.05,11,51.2,0.48,상승장 (보수적 반영),10920.0,-0.6369426751592355,-0.5372619065630527,0.10085976718098703,0.5876939707499829,0.17170355409633561,1,0,98.7,1.5,44.8,96.0,34.2,36.1,45.7,0.79,False,False,40.0,11100.0,11230.0,11066.0,0.3754,12230.59872611465,7.66,7.29,0.0,0.55,0,0.0,0.0,대기,-3.66,10.36,Low,RiskOn,중형,-0.0255,0.0278,0.3188,-0.0481,2,-0.226,-0.3344,0.1304,-0.0099,2,0,-4.461942257217844,-0.1828153564899404,-4.712041884816753,-4.712041884816753,0.0,0.0,2.44,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 67, 지속성 0",-2.98,-1.29,20.21,"시장대비 5일 -3.0%p·20일 -1.3%p, 거래대금 상위 22%, 추세 40",조건미충족,False,0.0,"조건미충족: 20일 -0.2%, 고점대비 -4.7%, MA20 이격 -1.3%, 거래대금 0.79배",7.19,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 20.2 · 조건미충족,제외
롯데렌탈,089860,KOSPI,분류안됨,분류안됨,12.98,10,52.0,0.8,상승장 (보수적 반영),49200.0,0.6134969325153339,-0.4193655997280052,0.08074231382777781,-0.23028925513939735,-0.06452403718293026,0,0,100.4,1.1,57.7,98.1,35.2,38.3,54.4,0.7,False,False,20.0,48650.0,48955.0,49015.0,0.0,17863.9263803681,15.05,8.39,0.0,0.55,0,0.0,-0.3,회피,-5.78,14.51,Low,RiskOn,중형,0.0174,-0.0041,-0.0297,-0.4263,1,-0.1235,-0.1373,-0.083,-0.0025,2,1,-0.8064516129032251,6.493506493506485,-4.280155642023342,-4.280155642023342,0.0,7.44,0.43,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 17, 투신·사모 0, 지속성 20",0.67,5.39,34.95,"시장대비 5일 +0.7%p·20일 +5.4%p, 거래대금 상위 26%, 추세 20",눌림대기,False,66.67,"눌림대기: 20일 +6.5%, 고점대비 -4.3%, MA20 이격 +0.4%, 거래대금 0.70배",22.43,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 35.0 · 눌림대기,제외
SK케미칼,285130,KOSPI,분류안됨,분류안됨,12.89,13,44.2,-2.32,상승장 (보수적 반영),51300.0,1.183431952662728,-1.3028519022518288,1.6987706748151261,0.20152955030106626,-0.09448628885021372,2,1,96.4,1.3,51.3,61.9,15.3,23.8,48.4,0.49,False,False,40.0,52460.0,53330.0,53192.5,0.2616,8873.78698224852,0.0,0.0,0.0,0.55,0,0.0,0.0,대기,-5.17,11.17,Low,RiskOn,소형,-0.026,0.3062,0.2957,-0.0786,2,-0.0237,-0.268,-0.011,0.0059,3,1,-4.469273743016755,3.0120481927710774,-7.065217391304346,-7.065217391304346,0.0,0.73,10.45,3.42,연기금,유지,"소형주 핵심 연기금, 외국인 0, 연기금 61, 투신·사모 0, 지속성 20",-2.99,1.91,26.04,"시장대비 5일 -3.0%p·20일 +1.9%p, 거래대금 상위 24%, 추세 40",눌림대기,False,33.33,"눌림대기: 20일 +3.0%, 고점대비 -7.1%, MA20 이격 -3.6%, 거래대금 0.49배",15.07,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 3.4 · 주도성 26.0 · 눌림대기,제외
유일로보틱스,388720,KOSDAQ,분류안됨,분류안됨,12.79,16,43.6,-2.56,상승장 (보수적 반영),69600.0,0.5780346820809301,0.04956215194353265,-0.03368336519914723,-0.098445779965145,-0.043154160462702894,3,0,103.7,0.9,54.2,71.6,12.8,15.5,21.4,0.72,True,True,100.0,69240.0,68340.0,67085.0,0.0,8199.121387283238,-52.27,-26.71,0.0,0.55,0,0.0,-0.3,회피,0.82,8.6,Low,RiskOn,소형,0.0,0.0,-0.0939,0.2437,2,0.1664,-0.2381,-0.0257,0.0061,4,0,4.347826086956519,4.6616541353383445,-2.384291725105192,-2.384291725105192,2.69,41.38,0.62,0.0,연기금,미확인,"소형주 핵심 연기금, 외국인 12, 연기금 0, 투신·사모 0, 지속성 0",5.83,3.56,57.28,"시장대비 5일 +5.8%p·20일 +3.6%p, 거래대금 상위 9%, 추세 100",눌림대기,False,83.33,"눌림대기: 20일 +4.7%, 고점대비 -2.4%, MA20 이격 +3.7%, 거래대금 0.72배",31.91,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 57.3 · 눌림대기,제외
삼성중공업,010140,KOSPI,분류안됨,분류안됨,12.6,11,52.0,0.8,상승장 (보수적 반영),20650.0,-0.7211538461538436,-0.11893256812678847,0.06275966679506934,0.08289605293858683,0.0408645099603786,0,0,98.0,1.9,50.1,55.7,437.5,685.6,619.5,1.11,False,False,40.0,20770.0,21160.0,21062.0,0.0,181720.0,33.26,13.74,0.0,0.55,0,0.0,1.1,대기,0.7,41.91,Low,RiskOn,대형,0.0091,0.1005,0.124,-0.6271,1,-0.3737,-0.1881,-0.0179,-0.0181,1,2,-6.561085972850678,2.736318407960203,-6.561085972850678,-6.561085972850678,8.0,43.74,2.93,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 43, 투신·사모 0, 지속성 20",-5.08,1.63,22.05,"시장대비 5일 -5.1%p·20일 +1.6%p, 거래대금 상위 82%, 추세 40",조건미충족,False,0.0,"조건미충족: 20일 +2.7%, 고점대비 -6.6%, MA20 이격 -2.0%, 거래대금 1.11배",7.92,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 22.1 · 조건미충족,제외
서진시스템,178320,KOSDAQ,분류안됨,분류안됨,12.56,15,43.8,-2.48,상승장 (보수적 반영),32600.0,-3.692762186115217,-1.7361050235145385,0.3091161288969286,0.4729232999671494,0.029524673281597087,0,1,90.6,6.8,37.7,138.6,318.1,281.7,340.7,0.83,False,False,0.0,34440.0,35100.0,35977.5,0.0,20773.471196454946,-25.79,-12.63,0.0,0.55,0,0.0,-1.4,회피,-3.37,18.07,Low,RiskOn,중형,0.024,0.2517,0.5082,-0.1736,2,-0.6842,-1.436,0.0528,-0.0193,0,2,-6.590257879656159,-14.547837483617299,-21.1608222490931,-21.1608222490931,8.0,9.07,7.52,39.92,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 65, 투신·사모 40, 지속성 40",-5.11,-15.65,0.0,"시장대비 5일 -5.1%p·20일 -15.7%p, 거래대금 상위 69%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -14.5%, 고점대비 -21.2%, MA20 이격 -9.4%, 거래대금 0.83배",17.34,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 39.9 · 주도성 0.0 · 조건미충족,제외
대덕전자,353200,KOSPI,분류안됨,PCB;반도체,12.56,10,48.0,-0.8,상승장 (보수적 반영),102000.0,-1.1627906976744207,3.9322671699236187,-2.1693808153952983,-1.7578014661243924,-1.6016690248983236,0,0,97.9,5.7,43.9,73.0,429.0,570.5,775.2,0.74,False,False,0.0,100860.0,100980.0,104215.0,0.0,50405.0,34.72,5.37,0.0,0.55,0,0.0,0.0,대기,-7.85,27.3,Low,RiskOn,중형,0.0591,-0.9561,-1.5516,0.0241,3,0.2311,1.0363,-0.1818,0.0442,3,3,5.154639175257736,-2.48565965583174,-9.49423247559894,-9.49423247559894,14.6,22.86,5.53,2.52,연기금,미확인,"중형주 핵심 연기금, 외국인 74, 연기금 0, 투신·사모 0, 지속성 60",6.64,-3.59,43.69,"시장대비 5일 +6.6%p·20일 -3.6%p, 거래대금 상위 85%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -2.5%, 고점대비 -9.5%, MA20 이격 -2.1%, 거래대금 0.74배",16.23,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 2.5 · 주도성 43.7 · 조건미충족,제외
보로노이,310210,KOSDAQ,분류안됨,분류안됨,12.26,18,44.8,-2.08,상승장 (보수적 반영),153700.0,16.43939393939393,-0.8527497012626704,0.031074146556038636,-0.029230912940269103,-0.03841147106672089,1,2,99.9,2.5,46.3,169.7,222.7,144.1,120.0,1.2,False,False,0.0,142120.0,144580.0,153785.0,0.0,28489.226515151513,-39.04,-50.18,0.0,0.55,0,0.0,0.0,대기,8.0,19.91,Low,RiskOn,중형,0.1476,0.0176,-0.5539,-0.6263,1,-0.355,-0.0459,-0.1235,-0.1104,1,4,5.708390646492445,-8.293556085918851,-10.950173812282738,-10.950173812282738,0.0,0.0,4.08,38.67,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 67, 투신·사모 0, 지속성 80",7.19,-9.4,33.58,"시장대비 5일 +7.2%p·20일 -9.4%p, 거래대금 상위 43%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -8.3%, 고점대비 -11.0%, MA20 이격 -0.1%, 거래대금 1.20배",28.63,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 38.7 · 주도성 33.6 · 조건미충족,제외
현대엘리베이터,017800,KOSPI,분류안됨,분류안됨,11.82,7,58.8,3.52,상승장 (보수적 반영),74000.0,0.9549795361528002,-0.17723551347484148,0.17237016667169716,0.04881097483205967,-0.04937043630529391,0,1,99.4,0.9,49.2,60.6,33.0,51.7,62.8,0.82,False,False,0.0,73340.0,74130.0,74470.0,0.4932,28927.639836289225,7.98,20.11,0.0,0.55,0,0.0,-0.3,회피,-3.73,21.23,Low,RiskOn,중형,0.008,0.0468,0.0565,-0.51,0,-0.2448,-0.1924,0.0053,-0.0016,0,4,-1.0695187165775444,0.6802721088435382,-2.245706737120212,-2.245706737120212,0.0,5.94,2.62,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 32, 투신·사모 14, 지속성 80",0.41,-0.43,21.01,"시장대비 5일 +0.4%p·20일 -0.4%p, 거래대금 상위 28%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 +0.7%, 고점대비 -2.2%, MA20 이격 -0.6%, 거래대금 0.82배",8.23,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 21.0 · 조건미충족,제외
롯데웰푸드,280360,KOSPI,분류안됨,분류안됨,11.75,9,49.6,-0.16,상승장 (보수적 반영),127400.0,0.6319115323854652,-0.6272416741710547,1.7992005805324587,0.24814178152287614,-0.2741277363397232,0,2,91.4,1.2,42.1,62.9,18.4,28.8,52.5,0.55,False,False,0.0,130060.0,135980.0,139345.0,0.3186,11725.630331753555,15.7,3.34,0.0,0.55,0,0.0,-1.4,회피,-8.0,10.31,Low,RiskOn,중형,0.0428,0.1262,-0.2079,-0.0123,3,0.4023,0.5163,-0.1041,-0.1453,4,3,-10.971348707197759,-2.0753266717909336,-14.266487213997303,-14.266487213997303,0.0,0.0,11.38,18.85,연기금,유지,"중형주 핵심 연기금, 외국인 72, 연기금 54, 투신·사모 0, 지속성 60",-9.49,-3.18,0.0,"시장대비 5일 -9.5%p·20일 -3.2%p, 거래대금 상위 26%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -2.1%, 고점대비 -14.3%, MA20 이격 -8.6%, 거래대금 0.55배",8.44,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 18.9 · 주도성 0.0 · 조건미충족,제외
삼성화재,000810,KOSPI,분류안됨,분류안됨,11.75,3,56.6,2.64,상승장 (보수적 반영),651000.0,0.4629629629629539,-0.33500302374805385,0.23489916546082829,0.03854673515727719,0.006027009643229267,0,2,97.9,1.0,49.7,52.2,302.8,561.4,704.9,0.8,False,False,0.0,657400.0,658300.0,665000.0,0.1166,290654.4212962963,14.7,10.97,0.0,0.55,0,0.0,-1.4,회피,-8.0,41.56,Low,RiskOn,대형,0.0113,0.069,0.0675,-0.0707,1,-0.0598,-0.04,0.0027,-0.0012,1,4,-3.5555555555555562,2.358490566037741,-7.264957264957261,-7.264957264957261,4.0,34.27,5.37,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 37, 투신·사모 5, 지속성 20",-2.07,1.25,28.83,"시장대비 5일 -2.1%p·20일 +1.2%p, 거래대금 상위 84%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 +2.4%, 고점대비 -7.3%, MA20 이격 -2.1%, 거래대금 0.80배",10.75,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 28.8 · 조건미충족,제외
셀트리온,068270,KOSPI,분류안됨,분류안됨,11.66,13,52.2,0.88,상승장 (보수적 반영),181200.0,1.0033444816053505,-0.15935552463624877,-0.027589046190352975,-0.2685141146725364,-0.007688583629832246,1,5,98.2,0.7,38.8,62.6,433.2,627.8,729.3,0.86,False,False,0.0,179120.0,179960.0,184465.0,0.0,421502.1070234114,27.53,5.94,0.0,0.55,0,0.0,-1.4,회피,1.92,46.66,Low,RiskOn,대형,0.0441,-0.0297,-0.2389,0.0705,3,-0.0749,0.047,0.003,0.0026,1,5,1.342281879194629,-6.597938144329896,-6.308169596690794,-6.597938144329896,18.12,33.77,11.75,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 29, 투신·사모 17, 지속성 20",2.82,-7.7,33.97,"시장대비 5일 +2.8%p·20일 -7.7%p, 거래대금 상위 85%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -6.6%, 고점대비 -6.3%, MA20 이격 -1.8%, 거래대금 0.86배",12.11,RiskOn,회피,관찰,0.0,기관 동행 · 역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 34.0 · 조건미충족,제외
오뚜기,007310,KOSPI,분류안됨,분류안됨,11.6,10,53.0,1.2,상승장 (보수적 반영),314000.0,0.31948881789136685,-0.04850701530612246,0.14687263494918273,-0.0090573589880817,0.0034947339505069547,0,10,95.1,0.4,35.3,60.8,5.7,9.2,13.0,0.71,False,False,0.0,318400.0,325900.0,330200.0,0.4236,12584.076677316292,18.47,3.35,0.0,0.55,0,0.0,-1.4,회피,-4.2,11.08,Low,RiskOn,중형,0.0125,0.0415,0.0281,-0.4929,0,-0.1098,-0.07,0.0008,-0.0093,0,5,-5.2790346907994,-5.705705705705711,-7.374631268436582,-7.374631268436582,0.0,0.0,15.89,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 33, 투신·사모 0, 지속성 100",-3.8,-6.81,5.93,"시장대비 5일 -3.8%p·20일 -6.8%p, 거래대금 상위 5%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -5.7%, 고점대비 -7.4%, MA20 이격 -4.9%, 거래대금 0.71배",2.38,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 5.9 · 조건미충족,제외
포스코퓨처엠,003670,KOSPI,분류안됨,분류안됨,11.49,8,48.0,-0.8,상승장 (보수적 반영),178500.0,-2.9363784665579096,-0.44450479207162286,0.36595872512133015,0.2526848559604312,0.11542133434416976,0,0,97.1,1.6,53.2,82.6,387.0,493.4,608.7,0.81,False,False,40.0,184420.0,185200.0,183830.0,0.2291,158768.9070146819,381.42,0.92,0.0,0.55,0,0.0,0.0,대기,-8.0,36.76,Low,RiskOn,대형,0.1224,0.1564,0.2927,0.192,2,-0.2307,-0.2514,0.0486,0.018,1,3,-0.22358859698154987,4.447045055588061,-10.97256857855362,-10.97256857855362,23.4,45.33,9.18,4.35,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 73, 투신·사모 54, 지속성 20",1.26,3.34,44.88,"시장대비 5일 +1.3%p·20일 +3.3%p, 거래대금 상위 81%, 추세 40",눌림대기,False,33.33,"눌림대기: 20일 +4.4%, 고점대비 -11.0%, MA20 이격 -2.9%, 거래대금 0.81배",22.46,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제외,외국인 수급 4.3 · 주도성 44.9 · 눌림대기,제외
코스메카코리아,241710,KOSDAQ,분류안됨,분류안됨,11.43,0,55.2,2.08,상승장 (보수적 반영),130300.0,-0.8371385083713823,0.819647934965706,-0.3011539913018316,-0.457205509368636,0.3121685888197204,1,0,97.2,3.9,44.3,37.2,56.9,109.7,159.8,0.69,False,False,40.0,131100.0,128280.0,134105.0,0.0,13915.524353120243,20.23,19.29,0.0,0.55,0,0.0,0.0,대기,-8.0,13.11,Low,RiskOn,중형,0.0222,0.737,1.4664,0.1365,3,-0.8623,-1.6564,0.2666,0.2992,1,3,-0.5343511450381699,-6.928571428571429,-15.334632878492528,-15.334632878492528,15.52,0.91,10.37,63.24,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 88, 투신·사모 94, 지속성 60",0.95,-8.03,25.49,"시장대비 5일 +0.9%p·20일 -8.0%p, 거래대금 상위 51%, 추세 40",조건미충족,False,0.0,"조건미충족: 20일 -6.9%, 고점대비 -15.3%, MA20 이격 -2.8%, 거래대금 0.69배",37.9,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 63.2 · 주도성 25.5 · 조건미충족,제외
KT,030200,KOSPI,분류안됨,분류안됨,11.32,10,55.0,2.0,상승장 (보수적 반영),53100.0,0.18867924528302993,-0.02968947926592036,-0.014361460301532292,-0.05708958187398194,-0.006351786824166713,0,0,99.3,0.4,50.5,129.5,119.8,94.6,147.2,0.64,False,False,40.0,53060.0,53060.0,53475.0,0.0,133823.020754717,10.11,10.22,0.0,0.55,0,0.0,-0.3,회피,0.88,42.29,Low,RiskOn,대형,-0.0423,-0.0197,-0.0904,-0.4485,0,-0.0038,-0.0207,-0.0041,-0.001,0,0,-0.1879699248120259,1.1428571428571344,-3.2786885245901676,-3.2786885245901676,0.0,24.33,0.0,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 0, 투신·사모 0, 지속성 0",1.29,0.04,36.06,"시장대비 5일 +1.3%p·20일 +0.0%p, 거래대금 상위 49%, 추세 40",조건미충족,False,0.0,"조건미충족: 20일 +1.1%, 고점대비 -3.3%, MA20 이격 -0.7%, 거래대금 0.64배",13.12,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 36.1 · 조건미충족,제외
영원무역홀딩스,009970,KOSPI,분류안됨,분류안됨,11.28,0,55.0,2.0,상승장 (보수적 반영),165900.0,-0.18050541516245744,-0.08582199961244924,0.029278935809447317,0.016847564372778817,0.0063551799301451075,0,0,97.9,0.3,42.0,62.6,9.9,15.0,15.4,0.97,False,False,0.0,167200.0,168980.0,169450.0,0.5512,21490.138989169674,5.33,12.83,0.0,0.55,0,0.0,-1.4,회피,-8.0,18.12,Low,RiskOn,중형,0.0138,0.0234,0.0209,-0.3446,0,-0.0428,-0.0486,-0.0179,0.0008,0,3,-3.039158386908236,-3.5465116279069786,-3.6025566531086572,-3.6025566531086572,0.0,0.0,0.37,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 26, 투신·사모 0, 지속성 60",-1.56,-4.65,7.44,"시장대비 5일 -1.6%p·20일 -4.7%p, 거래대금 상위 7%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -3.5%, 고점대비 -3.6%, MA20 이격 -2.1%, 거래대금 0.97배",3.1,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 7.4 · 조건미충족,제외
KT&G,033780,KOSPI,분류안됨,분류안됨,10.92,9,56.6,2.64,상승장 (보수적 반영),173800.0,1.0465116279069875,0.17242745607756385,-0.04597548916392245,-0.0535420314580147,-0.0219095096376892,8,0,100.5,1.0,48.4,83.6,298.7,361.0,358.5,1.01,False,False,60.0,172480.0,171460.0,173020.0,0.0,180421.57790697677,13.63,11.77,0.0,0.55,0,0.0,-0.3,회피,0.97,38.48,Low,RiskOn,대형,-0.0478,-0.0384,-0.1053,-0.0739,4,0.0758,0.3137,-0.0037,-0.001,5,0,0.4043905257076874,0.34642032332563577,-2.4143739472206605,-2.4143739472206605,20.0,67.2,4.49,36.67,외국인,유지,"대형주 핵심 외국인, 외국인 48, 연기금 0, 투신·사모 0, 지속성 100",1.89,-0.76,44.59,"시장대비 5일 +1.9%p·20일 -0.8%p, 거래대금 상위 71%, 추세 60",조건미충족,False,0.0,"조건미충족: 20일 +0.3%, 고점대비 -2.4%, MA20 이격 +0.5%, 거래대금 1.01배",32.77,RiskOn,회피,관찰,0.0,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,제외,외국인 수급 36.7 · 주도성 44.6 · 조건미충족,제외
팬오션,028670,KOSPI,분류안됨,분류안됨,10.87,11,52.8,1.12,상승장 (보수적 반영),5770.0,0.3478260869565153,-0.765853463489574,0.14315376368552818,0.3185591195956708,0.10984373176829941,1,2,98.5,2.2,38.7,41.9,60.1,133.6,204.5,0.65,False,False,40.0,5776.0,5901.0,5857.5,0.0,30843.911304347825,9.43,5.3,0.0,0.55,0,0.0,-1.4,회피,-0.34,22.49,Low,RiskOn,중형,0.0281,0.1731,0.4308,0.0438,3,-0.2587,-0.3525,0.042,0.0882,2,4,-4.470198675496684,-8.702531645569621,-9.561128526645767,-9.561128526645767,15.99,14.36,9.54,49.27,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 58, 투신·사모 70, 지속성 80",-2.99,-9.81,24.4,"시장대비 5일 -3.0%p·20일 -9.8%p, 거래대금 상위 57%, 추세 40",조건미충족,False,0.0,"조건미충족: 20일 -8.7%, 고점대비 -9.6%, MA20 이격 -1.5%, 거래대금 0.65배",30.99,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 49.3 · 주도성 24.4 · 조건미충족,제외
